date,MA1,MA2,Current Price,Buy/Sell,Shares,PnL,Cash,Value
2013-03-14,156.73,156.73,156.73,--,--,0.00,100000.00,100000.00
2013-03-15,155.83,155.83,155.83,--,--,0.00,100000.00,100000.00
2013-03-18,154.97,154.97,154.97,--,--,0.00,100000.00,100000.00
2013-03-19,154.61,154.61,154.61,--,--,0.00,100000.00,100000.00
2013-03-20,155.69,155.69,155.69,--,--,0.00,100000.00,100000.00
2013-03-21,154.36,154.36,154.36,--,--,0.00,100000.00,100000.00
2013-03-22,155.60,155.60,155.60,--,--,0.00,100000.00,100000.00
2013-03-25,154.95,154.95,154.95,--,--,0.00,100000.00,100000.00
2013-03-26,156.19,156.19,156.19,--,--,0.00,100000.00,100000.00
2013-03-27,156.19,156.19,156.19,--,--,0.00,100000.00,100000.00
2013-03-28,156.67,156.67,156.67,--,--,0.00,100000.00,100000.00
2013-04-01,156.05,156.05,156.05,--,--,0.00,100000.00,100000.00
2013-04-02,156.82,156.82,156.82,--,--,0.00,100000.00,100000.00
2013-04-03,155.23,155.23,155.23,--,--,0.00,100000.00,100000.00
2013-04-04,155.86,155.86,155.86,--,--,0.00,100000.00,100000.00
2013-04-05,155.16,155.16,155.16,--,--,0.00,100000.00,100000.00
2013-04-08,156.21,156.21,156.21,--,--,0.00,100000.00,100000.00
2013-04-09,156.75,156.75,156.75,--,--,0.00,100000.00,100000.00
2013-04-10,158.67,158.67,158.67,--,--,0.00,100000.00,100000.00
2013-04-11,159.19,159.19,159.19,--,--,0.00,100000.00,100000.00
2013-04-12,158.80,158.80,158.80,--,--,0.00,100000.00,100000.00
2013-04-15,155.12,155.12,155.12,--,--,0.00,100000.00,100000.00
2013-04-16,157.41,157.41,157.41,--,--,0.00,100000.00,100000.00
2013-04-17,155.11,155.11,155.11,--,--,0.00,100000.00,100000.00
2013-04-18,154.14,154.14,154.14,--,--,0.00,100000.00,100000.00
2013-04-19,155.48,155.48,155.48,--,--,0.00,100000.00,100000.00
2013-04-22,156.17,156.17,156.17,--,--,0.00,100000.00,100000.00
2013-04-23,157.78,157.78,157.78,--,--,0.00,100000.00,100000.00
2013-04-24,157.88,157.88,157.88,--,--,0.00,100000.00,100000.00
2013-04-25,158.52,158.52,158.52,--,--,0.00,100000.00,100000.00
2013-04-26,158.24,158.24,158.24,--,--,0.00,100000.00,100000.00
2013-04-29,159.30,159.30,159.30,--,--,0.00,100000.00,100000.00
2013-04-30,159.68,159.68,159.68,--,--,0.00,100000.00,100000.00
2013-05-01,158.28,158.28,158.28,--,--,0.00,100000.00,100000.00
2013-05-02,159.75,159.75,159.75,--,--,0.00,100000.00,100000.00
2013-05-03,161.37,161.37,161.37,--,--,0.00,100000.00,100000.00
2013-05-06,161.78,161.78,161.78,--,--,0.00,100000.00,100000.00
2013-05-07,162.60,162.60,162.60,--,--,0.00,100000.00,100000.00
2013-05-08,163.34,163.34,163.34,--,--,0.00,100000.00,100000.00
2013-05-09,162.88,162.88,162.88,--,--,0.00,100000.00,100000.00
2013-05-10,163.41,163.41,163.41,--,--,0.00,100000.00,100000.00
2013-05-13,163.54,163.54,163.54,--,--,0.00,100000.00,100000.00
2013-05-14,165.23,165.23,165.23,--,--,0.00,100000.00,100000.00
2013-05-15,166.12,166.12,166.12,--,--,0.00,100000.00,100000.00
2013-05-16,165.34,165.34,165.34,--,--,0.00,100000.00,100000.00
2013-05-17,166.94,166.94,166.94,--,--,0.00,100000.00,100000.00
2013-05-20,166.93,166.93,166.93,--,--,0.00,100000.00,100000.00
2013-05-21,167.17,167.17,167.17,--,--,0.00,100000.00,100000.00
2013-05-22,165.93,165.93,165.93,--,--,0.00,100000.00,100000.00
2013-05-23,165.45,165.45,165.45,--,--,0.00,100000.00,100000.00
2013-05-24,165.31,165.31,165.31,--,--,0.00,100000.00,100000.00
2013-05-28,166.30,166.30,166.30,--,--,0.00,100000.00,100000.00
2013-05-29,165.22,165.22,165.22,--,--,0.00,100000.00,100000.00
2013-05-30,165.83,165.83,165.83,--,--,0.00,100000.00,100000.00
2013-05-31,163.45,163.45,163.45,--,--,0.00,100000.00,100000.00
2013-06-03,164.35,164.35,164.35,--,--,0.00,100000.00,100000.00
2013-06-04,163.56,163.56,163.56,--,--,0.00,100000.00,100000.00
2013-06-05,161.27,161.27,161.27,--,--,0.00,100000.00,100000.00
2013-06-06,162.73,162.73,162.73,--,--,0.00,100000.00,100000.00
2013-06-07,164.80,164.80,164.80,--,--,0.00,100000.00,100000.00
2013-06-10,164.80,164.80,164.80,--,--,0.00,100000.00,100000.00
2013-06-11,163.10,163.10,163.10,--,--,0.00,100000.00,100000.00
2013-06-12,161.75,161.75,161.75,--,--,0.00,100000.00,100000.00
2013-06-13,164.21,164.21,164.21,--,--,0.00,100000.00,100000.00
2013-06-14,163.18,163.18,163.18,--,--,0.00,100000.00,100000.00
2013-06-17,164.44,164.44,164.44,--,--,0.00,100000.00,100000.00
2013-06-18,165.74,165.74,165.74,--,--,0.00,100000.00,100000.00
2013-06-19,163.45,163.45,163.45,--,--,0.00,100000.00,100000.00
2013-06-20,159.40,159.40,159.40,--,--,0.00,100000.00,100000.00
2013-06-21,159.07,159.07,159.07,--,--,0.00,100000.00,100000.00
2013-06-24,157.06,157.06,157.06,--,--,0.00,100000.00,100000.00
2013-06-25,158.57,158.57,158.57,--,--,0.00,100000.00,100000.00
2013-06-26,160.14,160.14,160.14,--,--,0.00,100000.00,100000.00
2013-06-27,161.08,161.08,161.08,--,--,0.00,100000.00,100000.00
2013-06-28,160.42,160.42,160.42,--,--,0.00,100000.00,100000.00
2013-07-01,161.36,161.36,161.36,--,--,0.00,100000.00,100000.00
2013-07-02,161.21,161.21,161.21,--,--,0.00,100000.00,100000.00
2013-07-03,161.28,161.28,161.28,--,--,0.00,100000.00,100000.00
2013-07-05,163.02,163.02,163.02,--,--,0.00,100000.00,100000.00
2013-07-08,163.95,163.95,163.95,--,--,0.00,100000.00,100000.00
2013-07-09,165.13,165.13,165.13,--,--,0.00,100000.00,100000.00
2013-07-10,165.19,165.19,165.19,--,--,0.00,100000.00,100000.00
2013-07-11,167.44,167.44,167.44,--,--,0.00,100000.00,100000.00
2013-07-12,167.51,167.51,167.51,--,--,0.00,100000.00,100000.00
2013-07-15,168.15,168.15,168.15,--,--,0.00,100000.00,100000.00
2013-07-16,167.52,167.52,167.52,--,--,0.00,100000.00,100000.00
2013-07-17,167.95,167.95,167.95,--,--,0.00,100000.00,100000.00
2013-07-18,168.87,168.87,168.87,--,--,0.00,100000.00,100000.00
2013-07-19,169.17,169.17,169.17,--,--,0.00,100000.00,100000.00
2013-07-22,169.50,169.50,169.50,--,--,0.00,100000.00,100000.00
2013-07-23,169.14,169.14,169.14,--,--,0.00,100000.00,100000.00
2013-07-24,168.52,168.52,168.52,--,--,0.00,100000.00,100000.00
2013-07-25,168.93,168.93,168.93,--,--,0.00,100000.00,100000.00
2013-07-26,169.11,169.11,169.11,--,--,0.00,100000.00,100000.00
2013-07-29,168.59,168.59,168.59,--,--,0.00,100000.00,100000.00
2013-07-30,168.59,168.59,168.59,--,--,0.00,100000.00,100000.00
2013-07-31,168.71,168.71,168.71,--,--,0.00,100000.00,100000.00
2013-08-01,170.66,170.66,170.66,--,--,0.00,100000.00,100000.00
2013-08-02,170.95,170.95,170.95,--,--,0.00,100000.00,100000.00
2013-08-05,170.70,170.70,170.70,--,--,0.00,100000.00,100000.00
2013-08-06,169.73,169.73,169.73,--,--,0.00,100000.00,100000.00
2013-08-07,169.18,169.18,169.18,--,--,0.00,100000.00,100000.00
2013-08-08,169.80,169.80,169.80,--,--,0.00,100000.00,100000.00
2013-08-09,169.31,169.31,169.31,--,--,0.00,100000.00,100000.00
2013-08-12,169.11,169.11,169.11,--,--,0.00,100000.00,100000.00
2013-08-13,169.61,169.61,169.61,--,--,0.00,100000.00,100000.00
2013-08-14,168.74,168.74,168.74,--,--,0.00,100000.00,100000.00
2013-08-15,166.38,166.38,166.38,--,--,0.00,100000.00,100000.00
2013-08-16,165.83,165.83,165.83,--,--,0.00,100000.00,100000.00
2013-08-19,164.77,164.77,164.77,--,--,0.00,100000.00,100000.00
2013-08-20,165.58,165.58,165.58,--,--,0.00,100000.00,100000.00
2013-08-21,164.56,164.56,164.56,--,--,0.00,100000.00,100000.00
2013-08-22,166.06,166.06,166.06,--,--,0.00,100000.00,100000.00
2013-08-23,166.62,166.62,166.62,--,--,0.00,100000.00,100000.00
2013-08-26,166.00,166.00,166.00,--,--,0.00,100000.00,100000.00
2013-08-27,163.33,163.33,163.33,--,--,0.00,100000.00,100000.00
2013-08-28,163.91,163.91,163.91,--,--,0.00,100000.00,100000.00
2013-08-29,164.17,164.17,164.17,--,--,0.00,100000.00,100000.00
2013-08-30,163.65,163.65,163.65,--,--,0.00,100000.00,100000.00
2013-09-03,164.39,164.39,164.39,--,--,0.00,100000.00,100000.00
2013-09-04,165.75,165.75,165.75,--,--,0.00,100000.00,100000.00
2013-09-05,165.96,165.96,165.96,--,--,0.00,100000.00,100000.00
2013-09-06,166.04,166.04,166.04,--,--,0.00,100000.00,100000.00
2013-09-09,167.63,167.63,167.63,--,--,0.00,100000.00,100000.00
2013-09-10,168.87,168.87,168.87,--,--,0.00,100000.00,100000.00
2013-09-11,169.40,169.40,169.40,--,--,0.00,100000.00,100000.00
2013-09-12,168.95,168.95,168.95,--,--,0.00,100000.00,100000.00
2013-09-13,169.33,169.33,169.33,--,--,0.00,100000.00,100000.00
2013-09-16,170.31,170.31,170.31,--,--,0.00,100000.00,100000.00
2013-09-17,171.07,171.07,171.07,--,--,0.00,100000.00,100000.00
2013-09-18,173.05,173.05,173.05,--,--,0.00,100000.00,100000.00
2013-09-19,172.76,172.76,172.76,--,--,0.00,100000.00,100000.00
2013-09-20,170.72,170.72,170.72,--,--,0.00,100000.00,100000.00
2013-09-23,169.93,169.93,169.93,--,--,0.00,100000.00,100000.00
2013-09-24,169.53,169.53,169.53,--,--,0.00,100000.00,100000.00
2013-09-25,169.04,169.04,169.04,--,--,0.00,100000.00,100000.00
2013-09-26,169.69,169.69,169.69,--,--,0.00,100000.00,100000.00
2013-09-27,168.91,168.91,168.91,--,--,0.00,100000.00,100000.00
2013-09-30,168.01,168.01,168.01,--,--,0.00,100000.00,100000.00
2013-10-01,169.34,169.34,169.34,--,--,0.00,100000.00,100000.00
2013-10-02,169.18,169.18,169.18,--,--,0.00,100000.00,100000.00
2013-10-03,167.62,167.62,167.62,--,--,0.00,100000.00,100000.00
2013-10-04,168.89,168.89,168.89,--,--,0.00,100000.00,100000.00
2013-10-07,167.43,167.43,167.43,--,--,0.00,100000.00,100000.00
2013-10-08,165.48,165.48,165.48,--,--,0.00,100000.00,100000.00
2013-10-09,165.60,165.60,165.60,--,--,0.00,100000.00,100000.00
2013-10-10,169.17,169.17,169.17,--,--,0.00,100000.00,100000.00
2013-10-11,170.26,170.26,170.26,--,--,0.00,100000.00,100000.00
2013-10-14,170.94,170.94,170.94,--,--,0.00,100000.00,100000.00
2013-10-15,169.70,169.70,169.70,--,--,0.00,100000.00,100000.00
2013-10-16,172.07,172.07,172.07,--,--,0.00,100000.00,100000.00
2013-10-17,173.22,173.22,173.22,--,--,0.00,100000.00,100000.00
2013-10-18,174.39,174.39,174.39,--,--,0.00,100000.00,100000.00
2013-10-21,174.40,174.40,174.40,--,--,0.00,100000.00,100000.00
2013-10-22,175.41,175.41,175.41,--,--,0.00,100000.00,100000.00
2013-10-23,174.57,174.57,174.57,--,--,0.00,100000.00,100000.00
2013-10-24,175.15,175.15,175.15,--,--,0.00,100000.00,100000.00
2013-10-25,175.95,175.95,175.95,--,--,0.00,100000.00,100000.00
2013-10-28,176.23,176.23,176.23,--,--,0.00,100000.00,100000.00
2013-10-29,177.17,177.17,177.17,--,--,0.00,100000.00,100000.00
2013-10-30,176.29,176.29,176.29,--,--,0.00,100000.00,100000.00
2013-10-31,175.79,175.79,175.79,--,--,0.00,100000.00,100000.00
2013-11-01,176.21,176.21,176.21,--,--,0.00,100000.00,100000.00
2013-11-04,176.83,176.83,176.83,--,--,0.00,100000.00,100000.00
2013-11-05,176.27,176.27,176.27,--,--,0.00,100000.00,100000.00
2013-11-06,177.17,177.17,177.17,--,--,0.00,100000.00,100000.00
2013-11-07,174.93,174.93,174.93,--,--,0.00,100000.00,100000.00
2013-11-08,177.29,177.29,177.29,--,--,0.00,100000.00,100000.00
2013-11-11,177.32,177.32,177.32,--,--,0.00,100000.00,100000.00
2013-11-12,176.96,176.96,176.96,--,--,0.00,100000.00,100000.00
2013-11-13,178.38,178.38,178.38,--,--,0.00,100000.00,100000.00
2013-11-14,179.27,179.27,179.27,--,--,0.00,100000.00,100000.00
2013-11-15,180.05,180.05,180.05,--,--,0.00,100000.00,100000.00
2013-11-18,179.42,179.42,179.42,--,--,0.00,100000.00,100000.00
2013-11-19,179.03,179.03,179.03,--,--,0.00,100000.00,100000.00
2013-11-20,178.47,178.47,178.47,--,--,0.00,100000.00,100000.00
2013-11-21,179.91,179.91,179.91,--,--,0.00,100000.00,100000.00
2013-11-22,180.81,180.81,180.81,--,--,0.00,100000.00,100000.00
2013-11-25,180.63,180.63,180.63,--,--,0.00,100000.00,100000.00
2013-11-26,180.68,180.68,180.68,--,--,0.00,100000.00,100000.00
2013-11-27,181.12,181.12,181.12,--,--,0.00,100000.00,100000.00
2013-11-29,181.00,181.00,181.00,--,--,0.00,100000.00,100000.00
2013-12-02,180.53,180.53,180.53,--,--,0.00,100000.00,100000.00
2013-12-03,179.75,179.75,179.75,--,--,0.00,100000.00,100000.00
2013-12-04,179.73,179.73,179.73,--,--,0.00,100000.00,100000.00
2013-12-05,178.94,178.94,178.94,--,--,0.00,100000.00,100000.00
2013-12-06,180.94,180.94,180.94,--,--,0.00,100000.00,100000.00
2013-12-09,181.40,181.40,181.40,--,--,0.00,100000.00,100000.00
2013-12-10,180.75,180.75,180.75,--,--,0.00,100000.00,100000.00
2013-12-11,178.72,178.72,178.72,--,--,0.00,100000.00,100000.00
2013-12-12,178.13,178.13,178.13,--,--,0.00,100000.00,100000.00
2013-12-13,178.11,178.11,178.11,--,--,0.00,100000.00,100000.00
2013-12-16,179.22,179.22,179.22,--,--,0.00,100000.00,100000.00
2013-12-17,178.65,178.65,178.65,--,--,0.00,100000.00,100000.00
2013-12-18,181.70,181.70,181.70,--,--,0.00,100000.00,100000.00
2013-12-19,181.49,181.49,181.49,--,--,0.00,100000.00,100000.00
2013-12-20,181.56,181.56,181.56,--,--,0.00,100000.00,100000.00
2013-12-23,182.53,182.53,182.53,--,--,0.00,100000.00,100000.00
2013-12-24,182.93,182.93,182.93,--,--,0.00,100000.00,100000.00
2013-12-26,183.86,183.86,183.86,--,--,0.00,100000.00,100000.00
2013-12-27,183.85,183.85,183.85,--,--,0.00,100000.00,100000.00
2013-12-30,183.82,183.82,183.82,--,--,0.00,100000.00,100000.00
2013-12-31,184.69,184.69,184.69,--,--,0.00,100000.00,100000.00
2014-01-02,182.92,182.92,182.92,--,--,0.00,100000.00,100000.00
2014-01-03,182.89,182.89,182.89,--,--,0.00,100000.00,100000.00
2014-01-06,182.36,182.36,182.36,--,--,0.00,100000.00,100000.00
2014-01-07,183.48,183.48,183.48,--,--,0.00,100000.00,100000.00
2014-01-08,183.52,183.52,183.52,--,--,0.00,100000.00,100000.00
2014-01-09,183.64,183.64,183.64,--,--,0.00,100000.00,100000.00
2014-01-10,184.14,184.14,184.14,--,--,0.00,100000.00,100000.00
2014-01-13,181.69,181.69,181.69,--,--,0.00,100000.00,100000.00
2014-01-14,183.67,183.67,183.67,--,--,0.00,100000.00,100000.00
2014-01-15,184.66,184.66,184.66,--,--,0.00,100000.00,100000.00
2014-01-16,184.42,184.42,184.42,--,--,0.00,100000.00,100000.00
2014-01-17,183.64,183.64,183.64,--,--,0.00,100000.00,100000.00
2014-01-21,184.18,184.18,184.18,--,--,0.00,100000.00,100000.00
2014-01-22,184.30,184.30,184.30,--,--,0.00,100000.00,100000.00
2014-01-23,182.79,182.79,182.79,--,--,0.00,100000.00,100000.00
2014-01-24,178.89,178.89,178.89,--,--,0.00,100000.00,100000.00
2014-01-27,178.01,178.01,178.01,--,--,0.00,100000.00,100000.00
2014-01-28,179.07,179.07,179.07,--,--,0.00,100000.00,100000.00
2014-01-29,177.35,177.35,177.35,--,--,0.00,100000.00,100000.00
2014-01-30,179.23,179.23,179.23,--,--,0.00,100000.00,100000.00
2014-01-31,178.18,178.18,178.18,--,--,0.00,100000.00,100000.00
2014-02-03,174.17,174.17,174.17,--,--,0.00,100000.00,100000.00
2014-02-04,175.39,175.39,175.39,--,--,0.00,100000.00,100000.00
2014-02-05,175.17,175.17,175.17,--,--,0.00,100000.00,100000.00
2014-02-06,177.48,177.48,177.48,--,--,0.00,100000.00,100000.00
2014-02-07,179.68,179.68,179.68,--,--,0.00,100000.00,100000.00
2014-02-10,180.01,180.01,180.01,--,--,0.00,100000.00,100000.00
2014-02-11,181.98,181.98,181.98,--,--,0.00,100000.00,100000.00
2014-02-12,182.07,182.07,182.07,--,--,0.00,100000.00,100000.00
2014-02-13,183.01,183.01,183.01,--,--,0.00,100000.00,100000.00
2014-02-14,184.02,184.02,184.02,--,--,0.00,100000.00,100000.00
2014-02-18,184.24,184.24,184.24,--,--,0.00,100000.00,100000.00
2014-02-19,183.02,183.02,183.02,--,--,0.00,100000.00,100000.00
2014-02-20,184.10,184.10,184.10,--,--,0.00,100000.00,100000.00
2014-02-21,183.89,183.89,183.89,--,--,0.00,100000.00,100000.00
2014-02-24,184.91,184.91,184.91,--,--,0.00,100000.00,100000.00
2014-02-25,184.84,184.84,184.84,--,--,0.00,100000.00,100000.00
2014-02-26,184.85,184.85,184.85,--,--,0.00,100000.00,100000.00
2014-02-27,185.82,185.82,185.82,--,--,0.00,100000.00,100000.00
2014-02-28,186.29,186.29,186.29,--,--,0.00,100000.00,100000.00
2014-03-03,184.98,184.98,184.98,--,--,0.00,100000.00,100000.00
2014-03-04,187.58,187.58,187.58,--,--,0.00,100000.00,100000.00
2014-03-05,187.75,187.75,187.75,--,--,0.00,100000.00,100000.00
2014-03-06,188.18,188.18,188.18,--,--,0.00,100000.00,100000.00
2014-03-07,188.26,188.26,188.26,--,--,0.00,100000.00,100000.00
2014-03-10,188.16,188.16,188.16,--,--,0.00,100000.00,100000.00
2014-03-11,187.23,187.23,187.23,--,--,0.00,100000.00,100000.00
2014-03-12,187.28,187.28,187.28,--,--,0.00,100000.00,100000.00
2014-03-13,185.18,185.18,185.18,--,--,0.00,100000.00,100000.00
2014-03-14,184.66,184.66,184.66,--,--,0.00,100000.00,100000.00
2014-03-17,186.33,186.33,186.33,--,--,0.00,100000.00,100000.00
2014-03-18,187.66,187.66,187.66,--,--,0.00,100000.00,100000.00
2014-03-19,186.66,186.66,186.66,--,--,0.00,100000.00,100000.00
2014-03-20,187.75,187.75,187.75,--,--,0.00,100000.00,100000.00
2014-03-21,186.20,186.20,186.20,--,--,0.00,100000.00,100000.00
2014-03-24,185.43,185.43,185.43,--,--,0.00,100000.00,100000.00
2014-03-25,186.31,186.31,186.31,--,--,0.00,100000.00,100000.00
2014-03-26,184.97,184.97,184.97,--,--,0.00,100000.00,100000.00
2014-03-27,184.58,184.58,184.58,--,--,0.00,100000.00,100000.00
2014-03-28,185.49,185.49,185.49,--,--,0.00,100000.00,100000.00
2014-03-31,187.01,187.01,187.01,--,--,0.00,100000.00,100000.00
2014-04-01,188.25,188.25,188.25,--,--,0.00,100000.00,100000.00
2014-04-02,188.88,188.88,188.88,--,--,0.00,100000.00,100000.00
2014-04-03,188.63,188.63,188.63,--,--,0.00,100000.00,100000.00
2014-04-04,186.40,186.40,186.40,--,--,0.00,100000.00,100000.00
2014-04-07,184.34,184.34,184.34,--,--,0.00,100000.00,100000.00
2014-04-08,185.10,185.10,185.10,--,--,0.00,100000.00,100000.00
2014-04-09,187.09,187.09,187.09,--,--,0.00,100000.00,100000.00
2014-04-10,183.16,183.16,183.16,--,--,0.00,100000.00,100000.00
2014-04-11,181.51,181.51,181.51,--,--,0.00,100000.00,100000.00
2014-04-14,182.94,182.94,182.94,--,--,0.00,100000.00,100000.00
2014-04-15,184.20,184.20,184.20,--,--,0.00,100000.00,100000.00
2014-04-16,186.13,186.13,186.13,--,--,0.00,100000.00,100000.00
2014-04-17,186.39,186.39,186.39,--,--,0.00,100000.00,100000.00
2014-04-21,187.04,187.04,187.04,--,--,0.00,100000.00,100000.00
2014-04-22,187.89,187.89,187.89,--,--,0.00,100000.00,100000.00
2014-04-23,187.45,187.45,187.45,--,--,0.00,100000.00,100000.00
2014-04-24,187.83,187.83,187.83,--,--,0.00,100000.00,100000.00
2014-04-25,186.29,186.29,186.29,--,--,0.00,100000.00,100000.00
2014-04-28,186.88,186.88,186.88,--,--,0.00,100000.00,100000.00
2014-04-29,187.75,187.75,187.75,--,--,0.00,100000.00,100000.00
2014-04-30,188.31,188.31,188.31,--,--,0.00,100000.00,100000.00
2014-05-01,188.33,188.33,188.33,--,--,0.00,100000.00,100000.00
2014-05-02,188.06,188.06,188.06,--,--,0.00,100000.00,100000.00
2014-05-05,188.42,188.42,188.42,--,--,0.00,100000.00,100000.00
2014-05-06,186.78,186.78,186.78,--,--,0.00,100000.00,100000.00
2014-05-07,187.88,187.88,187.88,--,--,0.00,100000.00,100000.00
2014-05-08,187.68,187.68,187.68,--,--,0.00,100000.00,100000.00
2014-05-09,187.96,187.96,187.96,--,--,0.00,100000.00,100000.00
2014-05-12,189.79,189.79,189.79,--,--,0.00,100000.00,100000.00
2014-05-13,189.96,189.96,189.96,--,--,0.00,100000.00,100000.00
2014-05-14,189.06,189.06,189.06,--,--,0.00,100000.00,100000.00
2014-05-15,187.40,187.40,187.40,--,--,0.00,100000.00,100000.00
2014-05-16,188.05,188.05,188.05,--,--,0.00,100000.00,100000.00
2014-05-19,188.74,188.74,188.74,--,--,0.00,100000.00,100000.00
2014-05-20,187.55,187.55,187.55,--,--,0.00,100000.00,100000.00
2014-05-21,189.13,189.13,189.13,--,--,0.00,100000.00,100000.00
2014-05-22,189.59,189.59,189.59,--,--,0.00,100000.00,100000.00
2014-05-23,190.35,190.35,190.35,--,--,0.00,100000.00,100000.00
2014-05-27,191.52,191.52,191.52,--,--,0.00,100000.00,100000.00
2014-05-28,191.38,191.38,191.38,--,--,0.00,100000.00,100000.00
2014-05-29,192.37,192.37,192.37,--,--,0.00,100000.00,100000.00
2014-05-30,192.68,192.68,192.68,--,--,0.00,100000.00,100000.00
2014-06-02,192.90,192.90,192.90,--,--,0.00,100000.00,100000.00
2014-06-03,192.80,192.80,192.80,--,--,0.00,100000.00,100000.00
2014-06-04,193.19,193.19,193.19,--,--,0.00,100000.00,100000.00
2014-06-05,194.45,194.45,194.45,--,--,0.00,100000.00,100000.00
2014-06-06,195.38,195.38,195.38,--,--,0.00,100000.00,100000.00
2014-06-09,195.58,195.58,195.58,--,--,0.00,100000.00,100000.00
2014-06-10,195.60,195.60,195.60,--,--,0.00,100000.00,100000.00
2014-06-11,194.92,194.92,194.92,--,--,0.00,100000.00,100000.00
2014-06-12,193.54,193.54,193.54,--,--,0.00,100000.00,100000.00
2014-06-13,194.13,194.13,194.13,--,--,0.00,100000.00,100000.00
2014-06-16,194.29,194.29,194.29,--,--,0.00,100000.00,100000.00
2014-06-17,194.83,194.83,194.83,--,--,0.00,100000.00,100000.00
2014-06-18,196.26,196.26,196.26,--,--,0.00,100000.00,100000.00
2014-06-19,196.48,196.48,196.48,--,--,0.00,100000.00,100000.00
2014-06-20,195.94,195.94,195.94,--,--,0.00,100000.00,100000.00
2014-06-23,195.88,195.88,195.88,--,--,0.00,100000.00,100000.00
2014-06-24,194.70,194.70,194.70,--,--,0.00,100000.00,100000.00
2014-06-25,195.58,195.58,195.58,--,--,0.00,100000.00,100000.00
2014-06-26,195.44,195.44,195.44,--,--,0.00,100000.00,100000.00
2014-06-27,195.82,195.82,195.82,--,--,0.00,100000.00,100000.00
2014-06-30,195.72,195.72,195.72,--,--,0.00,100000.00,100000.00
2014-07-01,197.03,197.03,197.03,--,--,0.00,100000.00,100000.00
2014-07-02,197.23,197.23,197.23,--,--,0.00,100000.00,100000.00
2014-07-03,198.20,198.20,198.20,--,--,0.00,100000.00,100000.00
2014-07-07,197.51,197.51,197.51,--,--,0.00,100000.00,100000.00
2014-07-08,196.24,196.24,196.24,--,--,0.00,100000.00,100000.00
2014-07-09,197.12,197.12,197.12,--,--,0.00,100000.00,100000.00
2014-07-10,196.34,196.34,196.34,--,--,0.00,100000.00,100000.00
2014-07-11,196.61,196.61,196.61,--,--,0.00,100000.00,100000.00
2014-07-14,197.60,197.60,197.60,--,--,0.00,100000.00,100000.00
2014-07-15,197.23,197.23,197.23,--,--,0.00,100000.00,100000.00
2014-07-16,197.96,197.96,197.96,--,--,0.00,100000.00,100000.00
2014-07-17,195.71,195.71,195.71,--,--,0.00,100000.00,100000.00
2014-07-18,197.71,197.71,197.71,--,--,0.00,100000.00,100000.00
2014-07-21,197.34,197.34,197.34,--,--,0.00,100000.00,100000.00
2014-07-22,198.20,198.20,198.20,--,--,0.00,100000.00,100000.00
2014-07-23,198.64,198.64,198.64,--,--,0.00,100000.00,100000.00
2014-07-24,198.65,198.65,198.65,--,--,0.00,100000.00,100000.00
2014-07-25,197.72,197.72,197.72,--,--,0.00,100000.00,100000.00
2014-07-28,197.80,197.80,197.80,--,--,0.00,100000.00,100000.00
2014-07-29,196.95,196.95,196.95,--,--,0.00,100000.00,100000.00
2014-07-30,196.98,196.98,196.98,--,--,0.00,100000.00,100000.00
2014-07-31,193.09,193.09,193.09,--,--,0.00,100000.00,100000.00
2014-08-01,192.50,192.50,192.50,--,--,0.00,100000.00,100000.00
2014-08-04,193.89,193.89,193.89,--,--,0.00,100000.00,100000.00
2014-08-05,192.01,192.01,192.01,--,--,0.00,100000.00,100000.00
2014-08-06,192.07,192.07,192.07,--,--,0.00,100000.00,100000.00
2014-08-07,191.03,191.03,191.03,--,--,0.00,100000.00,100000.00
2014-08-08,193.24,193.24,193.24,--,--,0.00,100000.00,100000.00
2014-08-11,193.80,193.80,193.80,--,--,0.00,100000.00,100000.00
2014-08-12,193.53,193.53,193.53,--,--,0.00,100000.00,100000.00
2014-08-13,194.84,194.84,194.84,--,--,0.00,100000.00,100000.00
2014-08-14,195.76,195.76,195.76,--,--,0.00,100000.00,100000.00
2014-08-15,195.72,195.72,195.72,--,--,0.00,100000.00,100000.00
2014-08-18,197.36,197.36,197.36,--,--,0.00,100000.00,100000.00
2014-08-19,198.39,198.39,198.39,--,--,0.00,100000.00,100000.00
2014-08-20,198.92,198.92,198.92,--,--,0.00,100000.00,100000.00
2014-08-21,199.50,199.50,199.50,--,--,0.00,100000.00,100000.00
2014-08-22,199.19,199.19,199.19,--,--,0.00,100000.00,100000.00
2014-08-25,200.20,200.20,200.20,--,--,0.00,100000.00,100000.00
2014-08-26,200.33,200.33,200.33,--,--,0.00,100000.00,100000.00
2014-08-27,200.25,200.25,200.25,--,--,0.00,100000.00,100000.00
2014-08-28,200.14,200.14,200.14,--,--,0.00,100000.00,100000.00
2014-08-29,200.71,200.71,200.71,--,--,0.00,100000.00,100000.00
2014-09-02,200.61,200.61,200.61,--,--,0.00,100000.00,100000.00
2014-09-03,200.50,200.50,200.50,--,--,0.00,100000.00,100000.00
2014-09-04,200.21,200.21,200.21,--,--,0.00,100000.00,100000.00
2014-09-05,201.11,201.11,201.11,--,--,0.00,100000.00,100000.00
2014-09-08,200.59,200.59,200.59,--,--,0.00,100000.00,100000.00
2014-09-09,199.32,199.32,199.32,--,--,0.00,100000.00,100000.00
2014-09-10,200.07,200.07,200.07,--,--,0.00,100000.00,100000.00
